time,symbol,side,,q,p,t,fee,
2020-07-31T09:30:09.721,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:09.993,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:30:10.047,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:30:10.081,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:10.082,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:30:10.425,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:30:11.477,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:30:14.358,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:14.435,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:14.565,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:15.075,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:15.21,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:15.288,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:15.326,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:15.406,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:15.927,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:15.989,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:16.204,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:22.311,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:22.494,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:22.637,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:23.843,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:24.032,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:24.231,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:24.334,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:25.403,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:25.632,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:26.897,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:30:26.969,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:30:27.032,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:30:29.965,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:30:30.032,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:30:30.295,BNBBTC,BUY,MARKET,0.12,0.0018455,0.00022146,9E-05,FILLED
2020-07-31T09:30:34.154,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:34.289,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:30:34.437,BNBBTC,BUY,MARKET,0.12,0.0018453,0.000221436,9E-05,FILLED
2020-07-31T09:30:38.504,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:30:40.138,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:40.2,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:40.239,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:40.746,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:40.781,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:40.783,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:42.73,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:42.807,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:42.843,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:43.072,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:30:47.521,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:47.578,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:49.06,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:49.175,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:49.383,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:30:50.177,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:50.425,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:50.472,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:30:51.341,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:51.424,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:51.459,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:30:51.967,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:30:53.032,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:53.1,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:53.228,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:30:53.724,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:53.759,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:53.995,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:54.064,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:54.102,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:54.861,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:30:54.982,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:30:56.484,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:30:56.507,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:31:02.326,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:02.37,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:31:02.369,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:03.076,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:03.081,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:03.123,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:31:06.675,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:31:07.041,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:31:07.088,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:07.381,BNBBTC,BUY,MARKET,0.12,0.0018456,0.000221472,9E-05,FILLED
2020-07-31T09:31:07.518,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:08.636,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:08.884,BNBBTC,BUY,MARKET,0.12,0.0018456,0.000221472,9E-05,FILLED
2020-07-31T09:31:08.964,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:09.006,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:09.064,BNBBTC,BUY,MARKET,0.12,0.0018456,0.000221472,9E-05,FILLED
2020-07-31T09:31:09.418,BNBBTC,BUY,MARKET,0.12,0.0018456,0.000221472,9E-05,FILLED
2020-07-31T09:31:09.758,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:09.762,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:10.361,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:10.478,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:12.096,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:31:12.85,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:14.303,BNBBTC,BUY,MARKET,0.12,0.0018455,0.00022146,9E-05,FILLED
2020-07-31T09:31:14.307,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:18.382,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:19.205,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:31:19.528,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:19.634,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:20.21,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:31:20.4,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:23.325,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:26.688,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:26.808,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:26.977,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:28.537,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:28.653,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:31:28.797,BNBBTC,BUY,MARKET,0.12,0.0018454,0.000221448,9E-05,FILLED
2020-07-31T09:31:31.195,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:33.242,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:31:33.404,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:31:33.448,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:31:34.183,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:40.244,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:42.659,LTCBTC,SELL,MARKET,0.02,0.005111,0.00010222,4.066E-05,FILLED
2020-07-31T09:31:42.872,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:31:43.212,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:31:43.421,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:31:50.593,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:50.622,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:31:50.711,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:31:51.662,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:51.702,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:31:51.874,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:31:53.618,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:53.662,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:31:54.37,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:31:54.428,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:31:54.466,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:01.065,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:32:01.621,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:02.734,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:02.832,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:32:05.196,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:05.236,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:05.294,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:32:07.894,BNBBTC,BUY,MARKET,0.12,0.0018453,0.000221436,9E-05,FILLED
2020-07-31T09:32:08.714,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:08.711,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:08.747,BNBBTC,BUY,MARKET,0.12,0.0018453,0.000221436,9E-05,FILLED
2020-07-31T09:32:09.077,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:09.077,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:09.083,BNBBTC,BUY,MARKET,0.12,0.0018453,0.000221436,9E-05,FILLED
2020-07-31T09:32:09.782,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:09.826,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:09.827,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:32:10.347,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:10.476,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:10.692,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:32:11.142,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:11.425,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:11.524,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:32:11.526,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:32:11.573,LTCBNB,BUY,MARKET,0.05,2.772,0.1386,0.00010395,FILLED
2020-07-31T09:32:11.778,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:11.951,BNBBTC,BUY,MARKET,0.12,0.0018452,0.000221424,9E-05,FILLED
2020-07-31T09:32:15.495,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:32:15.674,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:15.822,BNBBTC,BUY,MARKET,0.12,0.0018448,0.000221376,9E-05,FILLED
2020-07-31T09:32:15.881,LTCBNB,BUY,MARKET,0.05,2.774,0.1387,0.00010395,FILLED
2020-07-31T09:32:16.017,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:16.211,BNBBTC,BUY,MARKET,0.12,0.0018448,0.000221376,9E-05,FILLED
2020-07-31T09:32:16.626,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:18.815,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:18.997,BNBBTC,BUY,MARKET,0.12,0.0018446,0.000221352,9E-05,FILLED
2020-07-31T09:32:20.244,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:20.509,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:20.544,BNBBTC,BUY,MARKET,0.12,0.0018446,0.000221352,9E-05,FILLED
2020-07-31T09:32:22.273,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:22.502,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:22.539,BNBBTC,BUY,MARKET,0.12,0.0018446,0.000221352,9E-05,FILLED
2020-07-31T09:32:22.541,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:22.612,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:22.876,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:32:23.091,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:23.094,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:23.219,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:23.472,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:23.477,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:23.889,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:23.936,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:24.277,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:24.317,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:24.477,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:32:24.7,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:24.729,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:24.81,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:32:25.543,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:25.611,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:25.755,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:25.926,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:26.104,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:26.143,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:26.146,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:26.226,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:26.257,LTCBTC,SELL,MARKET,0.05,0.005111,0.00025555,0.00010574,FILLED
2020-07-31T09:32:26.315,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:26.683,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:26.925,LTCBTC,SELL,MARKET,0.01,0.00511,5.11E-05,2.033E-05,FILLED
2020-07-31T09:32:29.024,BNBBTC,BUY,MARKET,0.12,0.0018447,0.000221364,9E-05,FILLED
2020-07-31T09:32:29.069,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:29.418,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:32:29.419,BNBBTC,BUY,MARKET,0.12,0.0018447,0.000221364,9E-05,FILLED
2020-07-31T09:32:31.76,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:32:31.759,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:33.933,BNBBTC,BUY,MARKET,0.12,0.0018445,0.00022134,9E-05,FILLED
2020-07-31T09:32:34.712,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:34.979,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:35.027,BNBBTC,BUY,MARKET,0.12,0.0018445,0.00022134,9E-05,FILLED
2020-07-31T09:32:35.434,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:35.677,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:35.794,BNBBTC,BUY,MARKET,0.12,0.0018451,0.000221412,9E-05,FILLED
2020-07-31T09:32:35.938,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:32:35.989,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:36.029,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:36.138,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:32:36.462,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:36.64,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:36.754,BNBBTC,BUY,MARKET,0.12,0.001845,0.0002214,9E-05,FILLED
2020-07-31T09:32:36.86,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:36.91,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:36.984,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:37.185,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:37.521,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:37.569,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:37.601,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:37.602,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:37.867,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:37.876,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:37.935,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:38.322,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:38.353,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:38.357,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:38.405,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:38.712,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:38.84,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:38.959,LTCBTC,SELL,MARKET,0.05,0.00511,0.0002555,0.00010574,FILLED
2020-07-31T09:32:39.059,BNBBTC,BUY,MARKET,0.12,0.0018449,0.000221388,9E-05,FILLED
2020-07-31T09:32:39.297,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:39.921,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:32:40.781,BNBBTC,BUY,MARKET,0.12,0.0018447,0.000221364,9E-05,FILLED
2020-07-31T09:32:40.888,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:32:40.887,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:40.939,BNBBTC,BUY,MARKET,0.12,0.0018447,0.000221364,9E-05,FILLED
2020-07-31T09:32:41.906,LTCBNB,BUY,MARKET,0.05,2.773,0.13865,0.00010395,FILLED
2020-07-31T09:32:42.154,LTCBTC,SELL,MARKET,0.05,0.005109,0.00025545,0.00010574,FILLED
2020-07-31T09:32:42.165,BNBBTC,BUY,MARKET,0.12,0.0018446,0.000221352,9E-05,FILLED
